step_uid,case_external_id,step_number,step_action_raw,step_expected_raw,mapped_keyword_id,mapping_confidence,mapping_notes,mapping_status
CCU-230315-9,CCU-230315,9,WFCO web site,顯示正常,,,,unmapped
CCU-230316-1,CCU-230316,1,頁面顯示,顯示正常,,,,unmapped
CCU-230316-2,CCU-230316,2,點擊edit 更改生日,修改顯示正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230316-3,CCU-230316,3,修改email,email 修改正常,,,,unmapped
CCU-230316-4,CCU-230316,4,修改時鍵盤應自動出現,鍵盤顯示正常,,,,unmapped
CCU-230316-5,CCU-230316,5,company invite code,顯示正常,,,,unmapped
CCU-230319-1,CCU-230319,1,關閉app語音命令,語音命令關閉正常,,,,unmapped
CCU-230319-2,CCU-230319,2,"測試app語音命令""turn off all lights""",沒有任何動作,,,,unmapped
CCU-230319-3,CCU-230319,3,開啟app語音命令,語音命令開啟正常,,,,unmapped
CCU-230319-4,CCU-230319,4,"測試app語音命令""trun on all lights""",所有燈開啟,,,,unmapped
CCU-230320-1,CCU-230320,1,預設為off,預設值顯示正常,,,,unmapped
CCU-230320-2,CCU-230320,2,設定為on,設定PIN頁面顯示正常,KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230320-3,CCU-230320,3,設定pin 第一次 0000 第二次1234,錯誤訊息顯示正常,KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230320-4,CCU-230320,4,"設定PIN第一次0000,第二次0000",提示設定完成顯示正常,KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230320-5,CCU-230320,5,頁面顯示RV PIN,設定值為on,,,,unmapped
CCU-230320-6,CCU-230320,6,檢查更改設定pin選項,更改設定pin選項顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230321-1,CCU-230321,1,預設值 Device Log Sharing 為ON,預設值為 ON 顯示正常,,,,unmapped
CCU-230321-2,CCU-230321,2,讀取面板 Log,正常有收到 Log,,,,unmapped
CCU-230321-3,CCU-230321,3,調整 Device Log Sharing 為 OFF,頁面顯示為 OFF，檢查 Log 不應該上傳到伺服器,,,,unmapped
CCU-230321-4,CCU-230321,4,讀取面板 Log,不會再收到 Log,,,,unmapped
CCU-230324-1,CCU-230324,1,檢查版本號是不是等於測試版號,版號顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230350-1,CCU-230350,1,檢查顯示文字,文字顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230350-2,CCU-230350,2,點擊Disconnect,斷線功能正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230351-1,CCU-230351,1,檢查顯示文字,文字顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230351-2,CCU-230351,2,點擊Disconnect,斷線功能正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230352-1,CCU-230352,1,點擊Reading Mode,所有的開啟正常 檢查完畢後 點擊關閉Master Control,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230352-2,CCU-230352,2,點擊Movie Mode,燈泡開啟正常 檢查完畢後 點擊關閉Master Control,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230352-3,CCU-230352,3,點擊Relaxation Mode,燈泡開啟正常 檢查完畢後 點擊關閉Master Control,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230352-4,CCU-230352,4,點擊Manage Modes,Manage Mode頁面顯示正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230352-5,CCU-230352,5,點擊Custom Mode 1,設定燈跟裝置設定為on並save,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230352-6,CCU-230352,6,點擊Custom Mode2,設定燈與裝置設定為on並cancel,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230352-7,CCU-230352,7,確認彈出視窗,彈出視窗顯示正常,,,,unmapped
CCU-230352-8,CCU-230352,8,點擊Discard,custom mode2 顯示為空的,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230352-9,CCU-230352,9,點擊Custom Mode1,設定與步驟五相同,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230353-1,CCU-230353,1,檢查顯示文字,文字顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230353-2,CCU-230353,2,點擊Disconnect,斷線功能正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230502-1,CCU-230502,1,1.面板藍牙按鈕（藍燈）已連接 2.遠離面板，手機APP 已斷線，面板藍牙按鈕（白燈）已斷線 3.接近面板，手機APP 已連線，面板藍牙按鈕（藍燈）已連接,自動連結面板藍牙,,,,unmapped
CCU-230627-1,CCU-230627,1,1.手機操作（已連上藍牙） 2.在Account類別,Edit Module Configuration 有出現此選項,,,,unmapped
CCU-230628-1,CCU-230628,1,1.手機操作（已連上藍牙） 2.在Account類別,Edit Module Configuration 沒有出現此選項,,,,unmapped
CCU-231150-1,CCU-231150,1,1.在 Settings 頁面 2.RV 分類點擊 Wi-Fi Control 3.設定錯誤的密碼 4.點擊 Set/Connect 5.點擊 Clear/Disconnect 6.設定正確的密碼,WiFi 正常可以設定且可用,,,,unmapped
CCU-231152-1,CCU-231152,1,1.手機 ( 藍牙已連接，WiFi已設定 ) 2.在 RV 頁面更換左上角名稱 3.在 Setting 頁面 4.點擊 Forget RV Panel 5.點擊 Confirm 6.點擊 Remote 7.點擊剛剛更改好的 ID,無法連線，或沒有剛剛改好的 ID,,,,unmapped
CCU-231965-1,CCU-231965,1,1.在 RV 頁面點擊 Zone1,出現 Zone1 調整頁面,,,,unmapped
CCU-231982-1,CCU-231982,1,1.在 RV 頁面點擊 Zone1,出現 Zone1 調整頁面,,,,unmapped
CCU-230401-1,CCU-230401,1,enter setting,setting page display normally,,,,unmapped
CCU-230401-2,CCU-230401,2,setting scan,scan normally,,,,unmapped
CCU-230402-1,CCU-230402,1,iot面板 設定 app 連線,wifi連線正常iot 面板 wifi 燈號 閃爍,,,,unmapped
CCU-230402-2,CCU-230402,2,設定 iot 面板 wifi 設定,wifi連線正常iot 面板 wifi 燈號 閃爍,KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230402-3,CCU-230402,3,app 中斷連線,wifi連線正常iot 面板 wifi 燈號 閃爍,,,,unmapped
CCU-230402-4,CCU-230402,4,app 使用wifi 連線,wifi連線正常iot 面板 wifi 燈號 閃爍,,,,unmapped
CCU-230403-1,CCU-230403,1,開啟關閉 light 1 ~ 4,light 1 ~ 4 開啟 然後 關閉開啟 然後 關閉 tanker heater,,,,unmapped
CCU-230403-2,CCU-230403,2,開啟關閉 tanker heater,light 1 ~ 4 開啟 然後 關閉開啟 然後 關閉 tanker heater,,,,unmapped
CCU-230405-1,CCU-230405,1,enter Setting page,enter setting page normally,,,,unmapped
CCU-230405-2,CCU-230405,2,Settings page display,settings page display normally,,,,unmapped
CCU-230405-3,CCU-230405,3,modify text not follow rules,save button unclickable,,,,unmapped
CCU-230405-4,CCU-230405,4,modify text not follow rules,error message display normally,,,,unmapped
CCU-230405-5,CCU-230405,5,modify device name and click cancel,device name not change,,,,unmapped
CCU-230405-6,CCU-230405,6,modify device name and click save,1. device name modify normally 2. bluetooth scan can found 3. wifi scan can found,,,,unmapped
CCU-230406-1,CCU-230406,1,enter setting,設定頁面顯示正常,,,,unmapped
CCU-230406-2,CCU-230406,2,關閉語音控制,關閉語音控制正常,,,,unmapped
CCU-230406-3,CCU-230406,3,開啟語音控制,開啟語音控制正常,,,,unmapped
CCU-230406-4,CCU-230406,4,,,,,,unmapped
CCU-230407-1,CCU-230407,1,設定關閉,"發聲 ""Hey Power pro"" 不應該收到回應",KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230407-2,CCU-230407,2,設定開啟,"發聲""Hey Power pro"" 應該收到 登登 回應",KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230407-3,CCU-230407,3,設定為 sound,"發聲 ""hey power pro"" 應該收到 登登",KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230407-4,CCU-230407,4,設定為greeting,"應該隨機回應 ""how may I help you"" , ""what can I do for you""",KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230408-1,CCU-230408,1,設定關閉,通知關閉正確,KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230408-2,CCU-230408,2,執行 DSI Fault,手機沒有通知 DSI Fault,,,,unmapped
CCU-230408-3,CCU-230408,3,設定開啟RV notification,通知開啟正確,KW-ALIAS-INPUT,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230408-4,CCU-230408,4,修改battery level,手機通知收到battery level,,,,unmapped
CCU-230408-5,CCU-230408,5,修改tank level,手機通知收到tank level,,,,unmapped
CCU-230408-6,CCU-230408,6,修改通知週期到period,手機通知應改為週期顯示,,,,unmapped
CCU-230408-7,CCU-230408,7,修改通知週期到 always,手機通知應改為 總是顯示,,,,unmapped
CCU-230409-1,CCU-230409,1,麥克風LED 開啟,開啟正常 面板麥克風 LED 綠燈,,,,unmapped
CCU-230409-2,CCU-230409,2,麥克風LED 關閉,面板麥克風LED 不是綠燈,,,,unmapped
CCU-230410-1,CCU-230410,1,檢查預設panel auto-lock為 一 分鐘,檢查panel auto-lock為 一 分鐘,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230410-2,CCU-230410,2,調整panel auto-lock 為三分種,檢查panel auto-lock為 三 分鐘,,,,unmapped
CCU-230410-3,CCU-230410,3,調整panel auto-lock 為五分鐘,檢查panel auto-lock為 五 分鐘,,,,unmapped
CCU-230411-1,CCU-230411,1,Nickname不符合規則,提示顯示正常,,,,unmapped
CCU-230411-2,CCU-230411,2,Nickname符合規則,Save按鈕顯示正常,,,,unmapped
CCU-230411-3,CCU-230411,3,點擊Cancel,不儲存回到setting頁面,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230411-4,CCU-230411,4,重新進入nickname頁面輸入符合規則並點擊save,儲存正確回到setting頁面,,,,unmapped
CCU-230411-5,CCU-230411,5,"對panel輸入語音命令""hey power pro"" ""i'm home""",回答包含您的nickname,,,,unmapped
CCU-230412-1,CCU-230412,1,檢查wifi圖示,wifi圖示顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230412-2,CCU-230412,2,點擊clear/disconnect,進入ssid輸入頁面,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230412-3,CCU-230412,3,點擊load last setting,先前儲存的ssid資訊,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230412-4,CCU-230412,4,點擊setting SSID/PASSWORD,完成輸入SSID,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230412-5,CCU-230412,5,檢查wifi圖示,wifi圖示連線顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230413-1,CCU-230413,1,檢查頁面顯示,頁面顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230414-1,CCU-230414,1,檢查software version,數值顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230414-2,CCU-230414,2,檢查firmware version,數值顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230414-3,CCU-230414,3,檢查IoT version,數值顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230414-4,CCU-230414,4,檢查Panel SN,數值顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230415-1,CCU-230415,1,檢查RV voice control instructions,顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230415-2,CCU-230415,2,RV voice command list,顯示正常,,,,unmapped
CCU-230415-3,CCU-230415,3,Lights,顯示正常,,,,unmapped
CCU-230415-4,CCU-230415,4,Devices,顯示正常,,,,unmapped
CCU-230415-5,CCU-230415,5,Modes,顯示正常,,,,unmapped
CCU-230415-6,CCU-230415,6,RV status,顯示正常,,,,unmapped
CCU-230415-7,CCU-230415,7,youtube link,顯示正常,,,,unmapped
CCU-230415-8,CCU-230415,8,customer service number,顯示正常,,,,unmapped
CCU-230415-9,CCU-230415,9,WFCO web site,顯示正常,,,,unmapped
CCU-230416-1,CCU-230416,1,頁面顯示,顯示正常,,,,unmapped
CCU-230416-2,CCU-230416,2,點擊edit 更改生日,修改顯示正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230416-3,CCU-230416,3,修改email,email 修改正常,,,,unmapped
CCU-230416-4,CCU-230416,4,修改時鍵盤應自動出現,鍵盤顯示正常,,,,unmapped
CCU-230416-5,CCU-230416,5,company invite code,顯示正常,,,,unmapped
CCU-230417-1,CCU-230417,1,關閉app語音命令,語音命令關閉正常,,,,unmapped
CCU-230417-2,CCU-230417,2,"測試app語音命令""turn off all lights""",沒有任何動作,,,,unmapped
CCU-230417-3,CCU-230417,3,開啟app語音命令,語音命令開啟正常,,,,unmapped
CCU-230417-4,CCU-230417,4,"測試app語音命令""trun on all lights""",所有燈開啟,,,,unmapped
CCU-230421-1,CCU-230421,1,預設值 Device Log Sharing 為 ON,預設值為 ON 顯示正常,,,,unmapped
CCU-230421-2,CCU-230421,2,讀取面板 Log,正常有收到 Log,,,,unmapped
CCU-230421-3,CCU-230421,3,調整 Device Log Sharing 為 OFF,"頁面顯示為 OFF ,檢查 Log 不應該上傳到伺服器",,,,unmapped
CCU-230421-5,CCU-230421,5,讀取面板 Log,不會再收到 Log,,,,unmapped
CCU-230424-1,CCU-230424,1,檢查版本號是不是等於測試版號,版號顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230450-1,CCU-230450,1,檢查顯示文字,文字顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230450-2,CCU-230450,2,點擊Disconnect,斷線功能正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230451-1,CCU-230451,1,檢查顯示文字,文字顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230451-2,CCU-230451,2,點擊Disconnect,斷線功能正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230452-1,CCU-230452,1,點擊Reading Mode,所有的開啟正常 檢查完畢後 點擊關閉Master Control,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230452-2,CCU-230452,2,點擊Movie Mode,燈泡開啟正常 檢查完畢後 點擊關閉Master Control,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230452-3,CCU-230452,3,點擊Relaxation Mode,燈泡開啟正常 檢查完畢後 點擊關閉Master Control,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230452-4,CCU-230452,4,點擊Manage Modes,Manage Mode頁面顯示正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230452-5,CCU-230452,5,點擊Custom Mode 1,設定燈跟裝置設定為on並save,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230452-6,CCU-230452,6,點擊Custom Mode2,設定燈與裝置設定為on並cancel,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230452-7,CCU-230452,7,確認彈出視窗,彈出視窗顯示正常,,,,unmapped
CCU-230452-8,CCU-230452,8,點擊Discard,custom mode2 顯示為空的,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230452-9,CCU-230452,9,點擊Custom Mode1,設定與步驟五相同,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230453-1,CCU-230453,1,檢查顯示文字,文字顯示正常,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230453-2,CCU-230453,2,點擊Disconnect,斷線功能正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231999-1,CCU-231999,1,1.在 RV 頁面點擊 Zone1,出現 Zone1 調整頁面,,,,unmapped
CCU-232016-1,CCU-232016,1,1.在 RV 頁面點擊 Zone1,出現 Zone1 調整頁面,,,,unmapped
CCU-230656-1,CCU-230656,1,1.點選頁面 remote mode 連線 2.點擊 面板的名稱,連線進入。看到主畫面,,,,unmapped
CCU-230656-2,CCU-230656,2,,,,,,unmapped
CCU-230654-1,CCU-230654,1,1.點選頁面 remote mode 連線 2.點擊 面板的名稱,連線進入。看到主畫面,,,,unmapped
CCU-230654-2,CCU-230654,2,,,,,,unmapped
CCU-230655-1,CCU-230655,1,1.點選頁面 remote mode 連線 2.點擊 面板的名稱,連線進入。看到主畫面,,,,unmapped
CCU-230655-2,CCU-230655,2,,,,,,unmapped
CCU-230649-1,CCU-230649,1,1.在 Settings 頁面最下面 點選 Forget RV Panel,點選 Forget RV Panel,,,,unmapped
CCU-230843-1,CCU-230843,1,1.點擊 Disconnect 2.點擊 Cancel,返回 APP,,,,unmapped
CCU-230844-1,CCU-230844,1,1.點擊 Disconnect 2.點擊 Disconnect,APP 與面板斷線,,,,unmapped
CCU-230845-1,CCU-230845,1,1.點選頁面 remote mode 連線 2.點擊 面板的名稱,連線進入。看到主畫面,,,,unmapped
CCU-230845-2,CCU-230845,2,,,,,,unmapped
CCU-230846-1,CCU-230846,1,1.點選頁面 remote mode 連線 2.點擊 面板的名稱,連線進入。看到主畫面,,,,unmapped
CCU-230846-2,CCU-230846,2,,,,,,unmapped
CCU-230847-1,CCU-230847,1,1.點選頁面 remote mode 連線 2.點擊 面板的名稱,連線進入。看到主畫面,,,,unmapped
CCU-230847-2,CCU-230847,2,,,,,,unmapped
CCU-230848-1,CCU-230848,1,1.在 Settings 頁面最下面 點選 Forget RV Panel,點選 Forget RV Panel,,,,unmapped
CCU-230849-1,CCU-230849,1,1.點擊 Disconnect 2.點擊 Cancel,返回 APP,,,,unmapped
CCU-230850-1,CCU-230850,1,1.點擊 Disconnect 2.點擊 Disconnect,APP 與面板斷線,,,,unmapped
CCU-230937-1,CCU-230937,1,1.在 My RV 頁面 2.點擊右上方的 Sensors 3.點擊 TPMS Sensors 右邊的➕ 4.使用QR Code 或者藍牙新增,胎壓計正確加入,,,,unmapped
CCU-230938-1,CCU-230938,1,1.在 My RV 頁面 2.點擊右上方的 Sensors 3.點擊 Propane Sensors 右邊的➕ 4.點擊 MOPEKA PRO 的 SYNC 5.點擊 Confirm,瓦斯計正確加入,,,,unmapped
CCU-230938-2,CCU-230938,2,test pressure,pressure change display normally,,,,unmapped
CCU-230938-3,CCU-230938,3,unplug device,detect device unplug normally,,,,unmapped
CCU-230939-1,CCU-230939,1,1.在 My RV 頁面 2.在 Controls 分類 3.點擊 Door Lock 右邊的齒輪 4.點擊中間的➕ 5.非IOS跳過此步驟 （掃描門鎖的QR Code) 6.在電子門鎖按壓 3|4，7|8，1|2，5|6 7.上述按完在電子門鎖同時按壓1|2，7|8 進入配對 8.手機點選可配對的門鎖,成功配對,,,,unmapped
CCU-230940-1,CCU-230940,1,對胎壓計施加壓力,壓力顯示正確,,,,unmapped
CCU-230941-1,CCU-230941,1,查看APP,數值有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230942-1,CCU-230942,1,點擊面板 門鎖 點擊APP 門鎖,門鎖 開啟關閉 行為正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230934-1,CCU-230934,1,對胎壓計施加壓力,壓力顯示正確,,,,unmapped
CCU-230935-1,CCU-230935,1,查看APP,數值有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230936-1,CCU-230936,1,點擊面板 門鎖 點擊APP 門鎖,門鎖 開啟關閉 行為正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230928-1,CCU-230928,1,1.在 My RV 頁面 2.點擊右上方的 Sensors 3.點擊 TPMS Sensors 右邊的➕ 4.使用QR Code 或者藍牙新增,胎壓計正確加入,,,,unmapped
CCU-230929-1,CCU-230929,1,1.在 My RV 頁面 2.點擊右上方的 Sensors 3.點擊 Propane Sensors 右邊的➕ 4.點擊 MOPEKA PRO 的 SYNC 5.點擊 Confirm,瓦斯計正確加入,,,,unmapped
CCU-230929-2,CCU-230929,2,test pressure,pressure change display normally,,,,unmapped
CCU-230929-3,CCU-230929,3,unplug device,detect device unplug normally,,,,unmapped
CCU-230930-1,CCU-230930,1,1.在 My RV 頁面 2.在 Controls 分類 3.點擊 Door Lock 右邊的齒輪 4.點擊中間的➕ 5.非IOS跳過此步驟 （掃描門鎖的QR Code) 6.在電子門鎖按壓 3|4，7|8，1|2，5|6 7.上述按完在電子門鎖同時按壓1|2，7|8 進入配對 8.手機點選可配對的門鎖,成功配對,,,,unmapped
CCU-230931-1,CCU-230931,1,對胎壓計施加壓力,壓力顯示正確,,,,unmapped
CCU-230932-1,CCU-230932,1,查看APP,數值有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230933-1,CCU-230933,1,點擊面板 門鎖 點擊APP 門鎖,門鎖 開啟關閉 行為正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230925-1,CCU-230925,1,對胎壓計施加壓力,壓力顯示正確,,,,unmapped
CCU-230926-1,CCU-230926,1,查看APP,數值有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230927-1,CCU-230927,1,點擊面板 門鎖 點擊APP 門鎖,門鎖 開啟關閉 行為正常,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-22-1,CCU-22,1,1.在 My RV 頁面 2.點擊右上方的 Sensors 3.點擊 TPMS Sensors 右邊的➕ 4.使用QR Code 或者藍牙新增,胎壓計正確加入,,,,unmapped
CCU-23-1,CCU-23,1,1.在 My RV 頁面 2.點擊右上方的 Sensors 3.點擊 Propane Sensors 右邊的➕ 4.點擊 MOPEKA PRO 的 SYNC 5.點擊 Confirm,瓦斯計正確加入,,,,unmapped
CCU-23-2,CCU-23,2,test pressure,pressure change display normally,,,,unmapped
CCU-23-3,CCU-23,3,unplug device,detect device unplug normally,,,,unmapped
CCU-26-1,CCU-26,1,對胎壓計施加壓力,壓力顯示正確,,,,unmapped
CCU-27-1,CCU-27,1,查看APP,數值有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230919-1,CCU-230919,1,對胎壓計施加壓力,壓力顯示正確,,,,unmapped
CCU-230920-1,CCU-230920,1,查看APP,數值有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230662-1,CCU-230662,1,1.在 My RV 頁面 2.點擊右上方的 Sensors 3.點擊 TPMS Sensors 右邊的➕ 4.使用QR Code 或者藍牙新增,胎壓計正確加入,,,,unmapped
CCU-230663-1,CCU-230663,1,1.在 My RV 頁面 2.點擊右上方的 Sensors 3.點擊 Propane Sensors 右邊的➕ 4.點擊 MOPEKA PRO 的 SYNC 5.點擊 Confirm,瓦斯計正確加入,,,,unmapped
CCU-230663-2,CCU-230663,2,test pressure,pressure change display normally,,,,unmapped
CCU-230663-3,CCU-230663,3,unplug device,detect device unplug normally,,,,unmapped
CCU-230665-1,CCU-230665,1,對胎壓計施加壓力,壓力顯示正確,,,,unmapped
CCU-230666-1,CCU-230666,1,查看APP,數值有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230922-1,CCU-230922,1,對胎壓計施加壓力,壓力顯示正確,,,,unmapped
CCU-230923-1,CCU-230923,1,查看APP,數值有顯示,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-1-1,CCU-1,1,增加json 到app,加入正確,,,,unmapped
CCU-1-2,CCU-1,2,測試output,output 操作顯示正確,,,,unmapped
CCU-1-3,CCU-1,3,測試input,對應的output 開關正確,,,,unmapped
CCU-2-1,CCU-2,1,增加json到app,加入正確,,,,unmapped
CCU-2-2,CCU-2,2,測試output,output操作顯示正確,,,,unmapped
CCU-2-3,CCU-2,3,test input,related output on / off success,,,,unmapped
CCU-2-4,CCU-2,4,,,,,,unmapped
CCU-3-1,CCU-3,1,add json to app,setup success,,,,unmapped
CCU-3-2,CCU-3,2,test output,output display and operation success,,,,unmapped
CCU-3-3,CCU-3,3,test input,input related output operation success,,,,unmapped
CCU-5-1,CCU-5,1,import json to app,import success,,,,unmapped
CCU-5-2,CCU-5,2,switch output operation,output execute normally,,,,unmapped
CCU-5-3,CCU-5,3,manual switch input on / off,output should not work,,,,unmapped
CCU-6-1,CCU-6,1,import json to app,import success,,,,unmapped
CCU-6-2,CCU-6,2,switch output operation,output execute normally,,,,unmapped
CCU-6-3,CCU-6,3,manual switch input on / off,output should not work,,,,unmapped
CCU-7-1,CCU-7,1,import json to app,import success,,,,unmapped
CCU-7-2,CCU-7,2,switch output operation,output execute normally,,,,unmapped
CCU-7-3,CCU-7,3,manual switch input on / off,output work normally,,,,unmapped
CCU-8-1,CCU-8,1,import json to app,import success,,,,unmapped
CCU-8-2,CCU-8,2,test output,output work normally,,,,unmapped
CCU-8-3,CCU-8,3,test input,check output work normally,,,,unmapped
CCU-9-1,CCU-9,1,import json toapp,import success,,,,unmapped
CCU-9-2,CCU-9,2,test output,output work normally,,,,unmapped
CCU-9-3,CCU-9,3,test input,related output on / off success,,,,unmapped
CCU-9-4,CCU-9,4,,,,,,unmapped
CCU-10-1,CCU-10,1,add json to app,setup success,,,,unmapped
CCU-10-2,CCU-10,2,test output,output display and operation success,,,,unmapped
CCU-10-3,CCU-10,3,test input,input related output operation success,,,,unmapped
CCU-12-1,CCU-12,1,import json to app,import success,,,,unmapped
CCU-12-2,CCU-12,2,switch output operation,output execute normally,,,,unmapped
CCU-12-3,CCU-12,3,manual switch input on / off,output should not work,,,,unmapped
CCU-13-1,CCU-13,1,import json to app,import success,,,,unmapped
CCU-13-2,CCU-13,2,switch output operation,output execute normally,,,,unmapped
CCU-13-3,CCU-13,3,manual switch input on / off,output should not work,,,,unmapped
CCU-14-1,CCU-14,1,import json to app,import success,,,,unmapped
